ANO_ELEICAO,NM_UE,DS_CARGO,NM_CANDIDATO,SG_PARTIDO,NR_IDADE_DATA_POSSE,CD_GENERO,DS_GENERO,DS_COR_RACA,VR_DESPESA_MAX_CAMPANHA
2020,CUMARU,VEREADOR,ANDREA VIEIRA DE OLIVEIRA MAGRIS,CIDADANIA,44,4,FEMININO,PARDA,53114.85
2020,MIRANDIBA,VEREADOR,WILSON MIRAN LOPES DE CARVALHO,PC do B,70,2,MASCULINO,BRANCA,12307.75
2020,SÃO LOURENÇO DA MATA,VEREADOR,AILTON SERAFIM DE VASCONCELOS,AVANTE,36,2,MASCULINO,BRANCA,18021.21
2020,PAULISTA,VEREADOR,EUDES JOSE DAVI DE FARIAS SILVA,PSB,33,2,MASCULINO,PARDA,55870.31
2020,GARANHUNS,VEREADOR,LUCIANO ALBUQUERQUE FLORENCIO,PSB,57,2,MASCULINO,BRANCA,25872.46
2020,CATENDE,VEREADOR,ALICE RODRIGUES MACHADO NETA,PRTB,49,4,FEMININO,BRANCA,24617.75
2020,PAULISTA,VEREADOR,JOSE ALBERES DOS PRAZERES,PSOL,51,2,MASCULINO,BRANCA,55870.31
2020,JABOATÃO DOS GUARARAPES,VEREADOR,ROSINETE MARIA DA SILVA,DEM,53,4,FEMININO,BRANCA,138639.74
2020,CARUARU,VEREADOR,LADJA DE SOUSA SANTOS,PSOL,32,4,FEMININO,PRETA,149376.8
2020,OROBÓ,VEREADOR,JOSE LIVIO DE AGUIAR,PSB,49,2,MASCULINO,PARDA,12307.75
2020,SÃO VICENTE FÉRRER,PREFEITO,JADIEL LOPES DE ALBUQUERQUE,REPUBLICANOS,48,2,MASCULINO,BRANCA,170665.57
2020,GLÓRIA DO GOITÁ,VEREADOR,JOSÉ AGLAILSON FELIX DO CARMO,SOLIDARIEDADE,47,2,MASCULINO,BRANCA,12307.75
2020,GARANHUNS,VEREADOR,MARIA DE LOURDES VIEIRA DA SILVA,CIDADANIA,56,4,FEMININO,PRETA,25872.46
2020,SURUBIM,VEREADOR,PAULO JOSÉ DA SILVA,PSDB,42,2,MASCULINO,BRANCA,19298.33
2020,JABOATÃO DOS GUARARAPES,VEREADOR,CARLOS ROBERTO PEREIRA WANDERLEY FILHO,REPUBLICANOS,58,2,MASCULINO,BRANCA,138639.74
2020,SALGUEIRO,VEREADOR,JOSE APARECIDO DOS SANTOS JUNIOR,PT,34,2,MASCULINO,BRANCA,30058.47
2020,MARAIAL,VEREADOR,MANOEL ANTONIO DA SILVA FILHO,PSB,61,2,MASCULINO,PARDA,12307.75
2020,RIACHO DAS ALMAS,VEREADOR,GISELDA DE OLIVEIRA SILVA,PSD,46,4,FEMININO,BRANCA,20620.67
2020,XEXÉU,VICE-PREFEITO,MARIA PATRICIA LUDOVICO GONÇALVES DE LIMA,PSC,50,4,FEMININO,PARDA,-1
2020,FLORES,VEREADOR,MANOEL LUIZ DE LIMA,PT,80,2,MASCULINO,PARDA,12307.75
2020,PETROLINA,VEREADOR,ROBERTO DE JESUS RODRIGUES,PSD,38,2,MASCULINO,PARDA,131218.52
2020,SERRA TALHADA,VEREADOR,ZENOBIA ALVES DE SOUSA SILVA,PSB,69,4,FEMININO,BRANCA,34956.84
2020,CABO DE SANTO AGOSTINHO,VEREADOR,GIVALDO JOSÉ DA SILVA,PP,49,2,MASCULINO,PRETA,109902.99
2020,BREJÃO,VEREADOR,IVONALDO FELIX DA SILVA,PSB,37,2,MASCULINO,PARDA,12307.75
2020,JABOATÃO DOS GUARARAPES,VEREADOR,NATALY FERREIRA RAMOS DE FARIAS,PDT,20,4,FEMININO,PRETA,138639.74
2020,ABREU E LIMA,VEREADOR,MARIA JOSÉ NASCIMENTO SILVA DE OLIVEIRA,PSDB,40,4,FEMININO,PARDA,28533.15
2020,LIMOEIRO,VEREADOR,GABRIEL CAVALCANTE PRADO,PROS,23,2,MASCULINO,PARDA,27268.28
2020,OLINDA,VEREADOR,ANTÔNIO SEBASTIÃO DE PAULA,PATRIOTA,37,2,MASCULINO,PARDA,105385.98
2020,CAPOEIRAS,VEREADOR,ALYSSON ARIEL FARIAS ALMEIDA,PSB,36,2,MASCULINO,BRANCA,12307.75
2020,SIRINHAÉM,VEREADOR,FERNANDA LÚCIA BUARQUE DE CARVALHO,REPUBLICANOS,67,4,FEMININO,BRANCA,15268
2020,TEREZINHA,VEREADOR,JOSELMA TEIXEIRA OLIVEIRA,AVANTE,52,4,FEMININO,BRANCA,12307.75
2020,JABOATÃO DOS GUARARAPES,VEREADOR,CRISTINA MARIA FRANCISCA DE SOUZA,MDB,48,4,FEMININO,PARDA,138639.74
2020,BEZERROS,VEREADOR,JOSE FERNANDO MARIANO DE ARAUJO,SOLIDARIEDADE,48,2,MASCULINO,PARDA,21247.87
2020,MORENO,VEREADOR,MAURO VICENTE FERREIRA,PROS,47,2,MASCULINO,BRANCA,28106.48
2020,NAZARÉ DA MATA,VEREADOR,DANIEL JOSE DA SILVA,AVANTE,44,2,MASCULINO,PRETA,31280.35
2020,SÃO LOURENÇO DA MATA,VEREADOR,MARCOS MANOEL  DA SILVA,PV,33,2,MASCULINO,PARDA,18021.21
2020,SÃO LOURENÇO DA MATA,VEREADOR,JOSÉ ALBERTINO ALVES FILHO,PDT,51,2,MASCULINO,PARDA,18021.21
2020,RECIFE,VEREADOR,ELIAS FRANCISCO INÁCIO,SOLIDARIEDADE,55,2,MASCULINO,PARDA,1011149.65
2020,CARUARU,VEREADOR,VAGNER DA SILVA CHAVES,PT,39,2,MASCULINO,PARDA,149376.8
2020,SÃO CAITANO,VEREADOR,ALEX MURILO DA SILVA,PROS,34,2,MASCULINO,BRANCA,41468.76
2020,PASSIRA,VEREADOR,ANDERSON RANTHY PEREIRA DA SILVA,PSB,32,2,MASCULINO,BRANCA,12307.75
2020,CARPINA,VEREADOR,MONICA MONTEIRO DA SILVA,PSL,35,4,FEMININO,BRANCA,49954.88
2020,VITÓRIA DE SANTO ANTÃO,VEREADOR,JOSE UBIRAJARA FERNANDES DE MELO SILVA,PP,34,2,MASCULINO,BRANCA,35930.43
2020,SÃO JOSÉ DA COROA GRANDE,VICE-PREFEITO,BRUNA SUELEM SALES ALVES,CIDADANIA,29,4,FEMININO,BRANCA,-1
2020,IGARASSU,VEREADOR,MÔNICA MARIA INACIO DA SILVA AZEVEDO,CIDADANIA,45,4,FEMININO,PARDA,39466.41
2020,BOM JARDIM,VEREADOR,ROSINETE PEREIRA DOS SANTOS,PTC,50,4,FEMININO,PARDA,40565.07
2020,MORENO,VEREADOR,EDVÂNIA TEODÓSIO DOS SANTOS,PATRIOTA,44,4,FEMININO,PARDA,28106.48
2020,CHÃ DE ALEGRIA,VEREADOR,IRIS DOS SANTOS OLIVEIRA SOUZA,PSD,37,4,FEMININO,BRANCA,15585.59
2020,MORENO,VEREADOR,JOSE CLODOALDO BATISTA DOS SANTOS,PTB,48,2,MASCULINO,PARDA,28106.48
2020,OLINDA,VEREADOR,JOSE SILVIO FERREIRA MACIEL,REPUBLICANOS,38,2,MASCULINO,PARDA,105385.98
2020,PALMARES,VEREADOR,PAMELA TAYS JOAQUIM DA SILVA,DEM,28,4,FEMININO,INDÍGENA,26666.5
2020,PETROLÂNDIA,VEREADOR,FRANCINEIDE DIAS DOS SANTOS,SOLIDARIEDADE,32,4,FEMININO,PRETA,12307.75
2020,CORTÊS,VICE-PREFEITO,JOSE URBANO DIAS JUNIOR,PP,31,2,MASCULINO,BRANCA,-1
2020,ARCOVERDE,VEREADOR,LOURIVAL SIQUEIRA DE ARAÚJO FILHO,PSL,56,2,MASCULINO,BRANCA,52266.32
2020,CALUMBI,PREFEITO,SANDRA DE CÁCIA PEREIRA MAGALHÃES NOVAES FERRAZ,PT,57,4,FEMININO,BRANCA,123077.42
2020,ÁGUAS BELAS,VEREADOR,RAMON EDUARDO DA COSTA CERQUEIRA,PSD,27,2,MASCULINO,PARDA,48405.01
2020,GRAVATÁ,VEREADOR,MARCELO PEREIRA DA SILVA,PSB,36,2,MASCULINO,BRANCA,134612.46
2020,JUPI,VEREADOR,FERNANDO BATISTA DE ARAÚJO,DEM,45,2,MASCULINO,BRANCA,12307.75
2020,PAULISTA,VEREADOR,EVANDRO ALVES DOS SANTOS,PV,55,2,MASCULINO,BRANCA,55870.31
2020,FEIRA NOVA,VEREADOR,MOACIR JOAO DA SILVA,PT,48,2,MASCULINO,PRETA,30079.81
2020,PETROLINA,VEREADOR,FRANCISCO ERIVANILDO FURTADO RODRIGUES,PSOL,40,2,MASCULINO,BRANCA,131218.52
2020,SANTA TEREZINHA,VEREADOR,CHARLES LUSTOSA DOS PASSOS,PODE,46,2,MASCULINO,PARDA,12307.75
2020,SÃO VICENTE FÉRRER,VEREADOR,JAIRO SOARES DE ANDRADE,PSB,42,2,MASCULINO,BRANCA,12307.75
2020,BELO JARDIM,VEREADOR,JULIANO MICHEL DO CARMO MENDES,PP,39,2,MASCULINO,BRANCA,30212.71
2020,ARARIPINA,VEREADOR,PAULO GILBERTO RODRIGUES ALENCAR,PP,44,2,MASCULINO,PARDA,40319.73
2020,BREJO DA MADRE DE DEUS,VEREADOR,ORACIO JOSE DA SILVA,PC do B,60,2,MASCULINO,PARDA,33788.4
2020,TIMBAÚBA,VEREADOR,MARIA LINDALVA PORTO DE LUCENA,PP,57,4,FEMININO,BRANCA,45785.3
2020,SÃO LOURENÇO DA MATA,VEREADOR,LAERTE GALDINO DE LIMA,PTC,32,2,MASCULINO,BRANCA,18021.21
2020,CARUARU,VEREADOR,MIGUEL DE ODILON FARIAS PESSOA,PSB,46,2,MASCULINO,PARDA,149376.8
2020,BELO JARDIM,VEREADOR,GISELIA ALVES DA SILVA,SOLIDARIEDADE,42,4,FEMININO,BRANCA,30212.71
2020,TORITAMA,VEREADOR,EDVANDO EDIVAL DA SILVA,PROS,38,2,MASCULINO,BRANCA,12307.75
2020,ITAPISSUMA,VEREADOR,MASSILON FILGUEIRA DE CASTRO,PSB,62,2,MASCULINO,PARDA,19845.2
2020,CAMARAGIBE,VEREADOR,MARIA DO AMPARO PEREIRA DE ARAÚJO,PSL,53,4,FEMININO,PARDA,24175.84
2020,GOIANA,VEREADOR,EZILDO JOSÉ CÉSAR GADELHA,PC do B,66,2,MASCULINO,BRANCA,60903.05
2020,BODOCÓ,VEREADOR,PATRICIA ANTONIA DA SILVA SUCUPIRA,PDT,36,4,FEMININO,PARDA,17484.14
2020,PETROLINA,VEREADOR,CARLOS ROBERTO DA SILVA,PSC,45,2,MASCULINO,PARDA,131218.52
2020,PAULISTA,VEREADOR,ROSINEIDE DIAS ALVES DA SILVA,DEM,65,4,FEMININO,BRANCA,55870.31
2020,RIACHO DAS ALMAS,VEREADOR,GENIVAL GOMES DE MOURA,PSB,46,2,MASCULINO,PARDA,20620.67
2020,ANGELIM,VEREADOR,SILMARIA FERREIRA DA SILVA,PROS,34,4,FEMININO,BRANCA,12307.75
2020,FLORESTA,VEREADOR,MARRAEL SIQUEIRA E SILVA,PT,46,2,MASCULINO,PARDA,18495.3
2020,SÃO JOSÉ DO EGITO,VEREADOR,JOSEMAR CÂNDIDO DE SOUSA,PP,49,2,MASCULINO,PARDA,20811.34
2020,ALTINHO,VEREADOR,ADELSON BEZERRA DE ANDRADE,PSB,43,2,MASCULINO,PARDA,12307.75
2020,CATENDE,PREFEITO,JOSÉ RINALDO FERNANDES DE BARROS,PSC,53,2,MASCULINO,BRANCA,123077.42
2020,GOIANA,VEREADOR,AGENOR OLIMPIO DE ALBERTIM FILHO,PSD,57,2,MASCULINO,BRANCA,60903.05
2020,OLINDA,VEREADOR,LICIANE BOUDOUX LISBOA,PSDB,49,4,FEMININO,BRANCA,105385.98
2020,OLINDA,VEREADOR,HUGO RAPOSO GOMES,PSDB,33,2,MASCULINO,BRANCA,105385.98
2020,OLINDA,VEREADOR,RAOB NAPOLEAO DE ASSUNCAO,PT,45,2,MASCULINO,PARDA,105385.98
2020,ANGELIM,VICE-PREFEITO,MARIA LUCIENE DA SILVA,PROS,57,4,FEMININO,PRETA,-1
2020,LAJEDO,VEREADOR,JOSE ADRIANO MONTEIRO DE MELO,PTC,22,2,MASCULINO,BRANCA,19050.54
2020,BARREIROS,VEREADOR,MOABE MELO DA SILVA,PTC,48,2,MASCULINO,BRANCA,12307.75
2020,BEZERROS,VEREADOR,NATAN WESLLY DA SILVA,MDB,22,2,MASCULINO,BRANCA,21247.87
2020,SÃO JOSÉ DA COROA GRANDE,VEREADOR,JOSUÉ RAIMUNDO DE OLIVEIRA,CIDADANIA,50,2,MASCULINO,PARDA,12307.75
2020,PETROLINA,VEREADOR,CASSIA ADRIANA DE CARVALHO COELHO,MDB,35,4,FEMININO,PARDA,131218.52
2020,GOIANA,VEREADOR,JAIRSON MARINHO DE SOUZA,PSB,44,2,MASCULINO,BRANCA,60903.05
2020,PEDRA,VEREADOR,ELBERTE CESAR DINIZ TÔRRES,AVANTE,41,2,MASCULINO,BRANCA,12307.75
2020,PAULISTA,VEREADOR,HENRIQUE BARBOSA DA SILVA,PSDB,52,2,MASCULINO,PRETA,55870.31
2020,CAMUTANGA,VEREADOR,MARIA DO SOCORRO MACIEL DA SILVA,REPUBLICANOS,48,4,FEMININO,BRANCA,12307.75
2020,SAIRÉ,VICE-PREFEITO,CARLOS EDUARDO BASTOS AFONSO DA SILVA,REPUBLICANOS,56,2,MASCULINO,BRANCA,-1
2020,TRINDADE,VEREADOR,JOSE GALDINO DOS SANTOS,PT,31,2,MASCULINO,PARDA,12307.75
2020,CARPINA,VEREADOR,JEFFERSON DOMINGUES VIEIRA DA COSTA,PSL,30,2,MASCULINO,BRANCA,49954.88
2020,IGARASSU,VEREADOR,JOELMA MARIA BEZERRA,SOLIDARIEDADE,50,4,FEMININO,BRANCA,39466.41
2020,AGRESTINA,VEREADOR,MARTA FERREIRA DA SILVA,PSC,47,4,FEMININO,BRANCA,12307.75
2020,ILHA DE ITAMARACÁ,VEREADOR,NELSON SILAS ALVES DA SILVA,PTB,18,2,MASCULINO,PARDA,29696.26
2020,IGUARACY,VEREADOR,DIMAS JOSÉ FERREIRA,PROS,56,2,MASCULINO,PARDA,12307.75
2020,GAMELEIRA,VEREADOR,JOSÉ RAIMUNDO DA SILVA JUNIOR,PROS,41,2,MASCULINO,PARDA,12307.75
2020,GLÓRIA DO GOITÁ,VEREADOR,RODRIGO MARTINS DE OLIVEIRA,PSB,27,2,MASCULINO,PRETA,12307.75
2020,TIMBAÚBA,VEREADOR,ROSENILDO JOSÉ DA SILVA,PP,51,2,MASCULINO,PRETA,45785.3
2020,ABREU E LIMA,VEREADOR,JADILSON LUIZ DA ROCHA,PROS,50,2,MASCULINO,PRETA,28533.15
2020,PETROLÂNDIA,VICE-PREFEITO,ROGÉRIO GOMES DE SÁ,PSD,45,2,MASCULINO,PARDA,-1
2020,ILHA DE ITAMARACÁ,VEREADOR,ELIANE MARIA DA SILVA,PTB,58,4,FEMININO,PARDA,29696.26
2020,OLINDA,VEREADOR,WANDERLAN FERREIRA DE BARROS,PC do B,40,2,MASCULINO,PRETA,105385.98
2020,OLINDA,VEREADOR,ALDIENE MARIA PEREIRA,PMB,50,4,FEMININO,PARDA,105385.98
2020,PEDRA,PREFEITO,JOSÉ OSÓRIO GALVÃO DE OLIVEIRA FILHO,PSB,39,2,MASCULINO,BRANCA,123077.42
2020,RIACHO DAS ALMAS,VICE-PREFEITO,SERGIO CARDOSO DA SILVA,PSL,49,2,MASCULINO,BRANCA,-1
2020,CATENDE,VEREADOR,MARCELO ALVES LEITE DE QUEIROZ,DEM,45,2,MASCULINO,BRANCA,24617.75
2020,OLINDA,VEREADOR,PAULO CANDIDO DA SILVA,PSL,47,2,MASCULINO,PARDA,105385.98
2020,JABOATÃO DOS GUARARAPES,VEREADOR,EDILZA ALVES DE SOUZA,PMN,54,4,FEMININO,PARDA,138639.74
2020,MORENO,VEREADOR,JOSE MARQUES SILVA DE SOUZA,PODE,40,2,MASCULINO,PARDA,28106.48
2020,BEZERROS,VEREADOR,JOSÉ JOELSON DA SILVA,MDB,33,2,MASCULINO,PARDA,21247.87
2020,PALMEIRINA,VEREADOR,OSMAR VALDEVINO DOS SANTOS,PP,35,2,MASCULINO,BRANCA,12307.75
2020,AMARAJI,VEREADOR,MARCIO LUIZ DA SILVA,MDB,41,2,MASCULINO,BRANCA,12307.75
2020,CAMOCIM DE SÃO FÉLIX,VEREADOR,ROSANGELA IDALINA DA SILVA,REPUBLICANOS,40,4,FEMININO,PARDA,27436.9
2020,GRAVATÁ,VEREADOR,MARIA VALERIA TERESINHA TORRES,PSDB,38,4,FEMININO,BRANCA,134612.46
2020,SURUBIM,VEREADOR,GYSLAINE MIRIAM VASCONCELOS BARBOSA,PT,32,4,FEMININO,BRANCA,19298.33
2020,JABOATÃO DOS GUARARAPES,VEREADOR,NAVAMOEL GALDINO DA SILVA FILHO,PRTB,45,2,MASCULINO,PARDA,138639.74
2020,OLINDA,VEREADOR,JOSÉ FERNANDO ESTEVAM SILVA,PSD,60,2,MASCULINO,PRETA,105385.98
2020,SÃO JOSÉ DO BELMONTE,VEREADOR,FRANCISCO EDNALDO LACERDA,PSB,44,2,MASCULINO,BRANCA,21546.53
2020,VERTENTE DO LÉRIO,VEREADOR,LEONILDO SILVA DE SALES,MDB,37,2,MASCULINO,BRANCA,12307.75
2020,ITAMBÉ,VEREADOR,JOEDSON DO NASCIMENTO PEREIRA,PP,44,2,MASCULINO,PRETA,18481.16
2020,IGARASSU,VEREADOR,DARLAN FERREIRA DE LIMA,PTC,46,2,MASCULINO,PRETA,39466.41
2020,SÃO VICENTE FÉRRER,VEREADOR,SEVERINO MARTINS DO NASCIMENTO,PP,58,2,MASCULINO,BRANCA,12307.75
2020,ITAPISSUMA,VEREADOR,ANALIEL FRANCISCO DA SILVA PEREIRA,SOLIDARIEDADE,35,2,MASCULINO,PARDA,19845.2
2020,QUIXABA,VEREADOR,ANTONIO RAMOS DA SILVA JÚNIOR,PSB,46,2,MASCULINO,BRANCA,12307.75
2020,TORITAMA,VEREADOR,DANIEL DE LIMA NETO,PP,30,2,MASCULINO,PARDA,12307.75
2020,PESQUEIRA,VEREADOR,CLÁUDIO ROBERTO RUFINO,REPUBLICANOS,48,2,MASCULINO,PARDA,23077.95
2020,CABO DE SANTO AGOSTINHO,VEREADOR,MARIA FERREIRA DE DEUS SILVA,REPUBLICANOS,58,4,FEMININO,BRANCA,109902.99
2020,RECIFE,VEREADOR,EDUARDO TASSO DE SOUZA,NOVO,34,2,MASCULINO,BRANCA,1011149.65
2020,AMARAJI,VEREADOR,JAILSON RAMOS LIRA DA SILVA,PP,39,2,MASCULINO,BRANCA,12307.75
2020,ITAPISSUMA,VEREADOR,ALBERTO LUIZ DA SILVA,PSB,53,2,MASCULINO,PARDA,19845.2
2020,INAJÁ,VEREADOR,CLAUDECI MARIA DA SILVA EUGENIO,PP,40,4,FEMININO,PARDA,12307.75
2020,CAETÉS,VEREADOR,LUIZ RAFAEL DE ALMEIDA,PP,19,2,MASCULINO,PARDA,26666.5
2020,CARNAÍBA,VEREADOR,MARIA GOMES DE LIMA CAMPOS,DEM,60,4,FEMININO,PARDA,12307.75
2020,VITÓRIA DE SANTO ANTÃO,VEREADOR,FERNANDO VIEIRA DA SILVA,PP,34,2,MASCULINO,PARDA,35930.43
2020,ÁGUAS BELAS,PREFEITO,JOSÉ ELTON MARTINS DE SOUZA,MDB,38,2,MASCULINO,BRANCA,514771.16
2020,SERRA TALHADA,VEREADOR,ANTÔNIO RODRIGUES DE LIMA,PP,61,2,MASCULINO,PARDA,34956.84
2020,SERRA TALHADA,VEREADOR,ALFREDO DE SOUZA RODRIGUES,PP,37,2,MASCULINO,PARDA,34956.84
2020,CATENDE,VEREADOR,LAUDICEA CLAUDINO PEREIRA,SOLIDARIEDADE,52,4,FEMININO,BRANCA,24617.75
2020,ARCOVERDE,VEREADOR,TEREZINHA FERREIRA DE SOUZA,PV,54,4,FEMININO,PARDA,52266.32
2020,TAMANDARÉ,VEREADOR,WALFRIDO BEZERRA DE MELO,PSD,56,2,MASCULINO,PARDA,12307.75
2020,RECIFE,VEREADOR,GLEYSON DA SILVA PEDROSA,PODE,41,2,MASCULINO,PARDA,1011149.65
2020,OROBÓ,VEREADOR,LUCIO DONATO DE MESQUITA,PSB,44,2,MASCULINO,PARDA,12307.75
2020,PESQUEIRA,VEREADOR,DHEIMERSON JOHN DE SOUZA ALVES,PC do B,25,2,MASCULINO,PARDA,23077.95
2020,SALGADINHO,VEREADOR,JOSÉ ANDERSON DA SILVA ARAÚJO,AVANTE,25,2,MASCULINO,BRANCA,12307.75
2020,CAMARAGIBE,VEREADOR,JOSIVANIA SILVA DOS SANTOS,PV,38,4,FEMININO,PARDA,24175.84
2020,SÃO LOURENÇO DA MATA,VEREADOR,ROZANA MARIA DO NASCIMENTO,AVANTE,34,4,FEMININO,PARDA,18021.21
2020,CABO DE SANTO AGOSTINHO,VEREADOR,JOÃO FERREIRA DAS GRAÇAS,PRTB,59,2,MASCULINO,PARDA,109902.99
2020,OLINDA,VEREADOR,EUNICE VIEIRA DA SILVA,PP,50,4,FEMININO,PARDA,105385.98
2020,SERRA TALHADA,VEREADOR,CARLOS ALBERTO PEREIRA GAMA,AVANTE,41,2,MASCULINO,BRANCA,34956.84
2020,VITÓRIA DE SANTO ANTÃO,VEREADOR,IBIRAPUÃ RAIMUNDO GONÇALVES BAYMA,PRTB,62,2,MASCULINO,PARDA,35930.43
2020,CARPINA,VEREADOR,JESSE ANTONIO DA SILVA,PSDB,38,2,MASCULINO,PARDA,49954.88
2020,CABO DE SANTO AGOSTINHO,VEREADOR,RICARDO CARNEIRO DA SILVA,MDB,46,2,MASCULINO,BRANCA,109902.99
2020,ITAÍBA,VEREADOR,JOSÉ RODRIGUES PEREIRA,PTB,49,2,MASCULINO,PARDA,12307.75
2020,BONITO,VEREADOR,ANDREZA AUGUSTA SOBRAL PIMENTEL,PSD,44,4,FEMININO,BRANCA,27363.24
2020,PAULISTA,VEREADOR,MARCELO JOSÉ DE OLIVEIRA,PDT,56,2,MASCULINO,PARDA,55870.31
2020,BUÍQUE,VEREADOR,JOSÉ CLEDON BISPO,PSD,45,2,MASCULINO,BRANCA,17066.56
2020,PAULISTA,VEREADOR,JAIR PEDRO DA SILVA,MDB,57,2,MASCULINO,PRETA,55870.31
2020,SERRA TALHADA,VEREADOR,PESSIVAL GOMES PEREIRA,PP,62,2,MASCULINO,PARDA,34956.84
2020,RECIFE,VEREADOR,SAMUEL GOMES BARBOSA,PTC,39,2,MASCULINO,PARDA,1011149.65
2020,CABO DE SANTO AGOSTINHO,VEREADOR,ROGÉRIO NAZARENO SANTANA DE LIMA,PDT,30,2,MASCULINO,BRANCA,109902.99
2020,RIBEIRÃO,VEREADOR,ELENILDA MARIA DE LIMA,REPUBLICANOS,34,4,FEMININO,PARDA,12307.75
2020,CABO DE SANTO AGOSTINHO,VEREADOR,MARCIO VIEIRA DOS SANTOS,PC do B,47,2,MASCULINO,PARDA,109902.99
2020,ABREU E LIMA,VEREADOR,ROSEMARY DO NASCIMENTO,PTC,48,4,FEMININO,PARDA,28533.15
2020,BELO JARDIM,VEREADOR,PEDRO MARINHO SOBRINHO,PTB,59,2,MASCULINO,BRANCA,30212.71
2020,CAMUTANGA,VEREADOR,ADAYANE DA SILVA VIEIRA,PSB,22,4,FEMININO,BRANCA,12307.75
2020,RECIFE,VEREADOR,MANOEL PINHEIRO BEZERRA,AVANTE,71,2,MASCULINO,PARDA,1011149.65
2020,VITÓRIA DE SANTO ANTÃO,VEREADOR,MANOEL DE HOLANDA CAVALCANTI BASTOS,PSD,54,2,MASCULINO,BRANCA,35930.43
2020,IPOJUCA,VEREADOR,RICARDO JOSÉ DE SOUZA,PSD,47,2,MASCULINO,PARDA,106601.98
2020,JUREMA,VEREADOR,NAIARA MARIA DA SILVA,PSL,27,4,FEMININO,PRETA,12307.75
2020,IGARASSU,VEREADOR,VALMIR MARQUES GOMES,PSB,43,2,MASCULINO,PARDA,39466.41
2020,IGUARACY,VEREADOR,ANTONIO CARLOS ALVES PEREIRA,AVANTE,37,2,MASCULINO,BRANCA,12307.75
2020,CABO DE SANTO AGOSTINHO,VEREADOR,OSÉAS MANOEL DA GRAÇA,PP,46,2,MASCULINO,PARDA,109902.99
2020,RECIFE,VICE-PREFEITO,ROBERTA RITA CAVALCANTI PEREIRA,PCO,53,4,FEMININO,BRANCA,-1
2020,NAZARÉ DA MATA,VEREADOR,ALBERTO ANDRE DE SENA BORBA,PRTB,36,2,MASCULINO,PARDA,31280.35
2020,PETROLINA,VEREADOR,JOSE ALEXANDRE NETO,PT,66,2,MASCULINO,BRANCA,131218.52
2020,SÃO JOSÉ DA COROA GRANDE,VEREADOR,TEREZINHA MARIA SILVA,PRTB,62,4,FEMININO,PARDA,12307.75
2020,RIO FORMOSO,VEREADOR,JOSILDO GONÇALVES DA SILVA,PTB,52,2,MASCULINO,PARDA,29826.25
2020,OLINDA,VEREADOR,LUIZ ROBERTO LOBO DA SILVA,PP,51,2,MASCULINO,BRANCA,105385.98
2020,ÁGUA PRETA,VEREADOR,CRISTIANE MARIA SILVA DE MOURA,PROS,24,4,FEMININO,PARDA,12307.75
2020,OLINDA,VEREADOR,PAULO RICARDO BOTELHO E SILVA,PSOL,47,2,MASCULINO,BRANCA,105385.98
2020,TACARATU,VEREADOR,ISADORA RODRIGUES,AVANTE,34,4,FEMININO,BRANCA,12307.75
2020,CAMARAGIBE,VEREADOR,ARMANDO DA SILVA BEZERRA,PODE,51,2,MASCULINO,PARDA,24175.84
2020,VITÓRIA DE SANTO ANTÃO,VEREADOR,GENÁRIO ROCHA DE OLIVEIRA,PTB,65,2,MASCULINO,BRANCA,35930.43
2020,PAULISTA,VEREADOR,PEDRO LADISLAU DA COSTA NETO,PC do B,66,2,MASCULINO,PRETA,55870.31
2020,ITAPISSUMA,VEREADOR,VALDEMIR LOURENÇO DOS SANTOS JÚNIOR,PSD,23,2,MASCULINO,PARDA,19845.2
2020,CABO DE SANTO AGOSTINHO,PREFEITO,ANTONIO GABRIEL  HONORATO RESENDE,PODE,51,2,MASCULINO,PARDA,785440.67
2020,CABO DE SANTO AGOSTINHO,VEREADOR,LIVANEIDE PERPETUA BISPO DE ANDRADE,PSL,34,4,FEMININO,PRETA,109902.99
2020,AMARAJI,VEREADOR,JACEILDA GOUVEIA DA SILVA,PSB,65,4,FEMININO,PARDA,12307.75
2020,PETROLÂNDIA,VEREADOR,WELLINGTON DIEGO DA SILVA,PSD,31,2,MASCULINO,PARDA,12307.75
2020,RIO FORMOSO,VEREADOR,JOÃO FIRMINO DOS SANTOS,MDB,40,2,MASCULINO,PARDA,29826.25
2020,ITAPETIM,VEREADOR,CLESIA CRISTINA DE LIMA,PSB,41,4,FEMININO,BRANCA,12307.75
2020,CARUARU,VEREADOR,LEANDRO FLAVIO DE TORRES,PP,34,2,MASCULINO,BRANCA,149376.8
2020,VITÓRIA DE SANTO ANTÃO,VEREADOR,AMANDA JACINTA DA SILVA DE OLIVEIRA,REPUBLICANOS,29,4,FEMININO,PARDA,35930.43
2020,GOIANA,VEREADOR,LAERCIO JOSE MELO DA SILVA,CIDADANIA,51,2,MASCULINO,BRANCA,60903.05
2020,OURICURI,VEREADOR,REGINALDO DE MACEDO SILVA,SOLIDARIEDADE,35,2,MASCULINO,PARDA,26120.37
2020,ITACURUBA,VEREADOR,LARISSA ALMEIDA SILVA FREIRE,MDB,42,4,FEMININO,BRANCA,12307.75
2020,FLORESTA,VEREADOR,SERGIO LOPES DE CARVALHO,PSB,52,2,MASCULINO,PARDA,18495.3
