ANO_ELEICAO,NM_UE,DS_CARGO,NM_CANDIDATO,SG_PARTIDO,NR_IDADE_DATA_POSSE,CD_GENERO,DS_GENERO,DS_COR_RACA,VR_DESPESA_MAX_CAMPANHA
2020,GAMELEIRA,VEREADOR,ANDREIA LÚCIA DE FREITAS PEIXOTO,PP,52,4,FEMININO,BRANCA,12307.75
2020,CABO DE SANTO AGOSTINHO,VEREADOR,MIZAEL JOSÉ DA SILVA,PDT,40,2,MASCULINO,PARDA,109902.99
2020,TUPARETAMA,VEREADOR,CARLOS ANTONIO NOGUEIRA,PSB,53,2,MASCULINO,PARDA,12307.75
2020,GRAVATÁ,VEREADOR,JOSÉ SOARES DA SILVA,PTC,43,2,MASCULINO,BRANCA,134612.46
2020,SERRITA,VEREADOR,MARIA ZULEIDE DOMINGOS,PSD,48,4,FEMININO,PARDA,12307.75
2020,GRAVATÁ,VEREADOR,AMARO JOÃO DOS SANTOS,PV,49,2,MASCULINO,PARDA,134612.46
2020,RECIFE,VICE-PREFEITO,ROSALY DE ALMEIDA SILVA,PSL,56,4,FEMININO,BRANCA,-1
2020,POMBOS,VEREADOR,MARIA LIDIA DA SILVA,PSC,50,4,FEMININO,BRANCA,12307.75
2020,PAUDALHO,VEREADOR,CRISTOVAM PEREIRA DA SILVA FILHO,PODE,54,2,MASCULINO,PARDA,17845.22
2020,CHÃ DE ALEGRIA,VEREADOR,JOSE DIONISIO PEREIRA,PSB,40,2,MASCULINO,BRANCA,15585.59
2020,FLORES,VEREADOR,AURICIA MARQUES NUNES,PSB,50,4,FEMININO,BRANCA,12307.75
2020,ARAÇOIABA,VEREADOR,OZIEL PACHECO DE LIMA,PSL,41,2,MASCULINO,PARDA,12307.75
2020,SÃO LOURENÇO DA MATA,PREFEITO,MARIA LUCIA CABRAL DA SILVA CARVALHO,PT,62,4,FEMININO,BRANCA,420820.27
2020,LAJEDO,VEREADOR,MARÍLIA DO SOCORRO DE OLIVEIRA,PSD,29,4,FEMININO,PARDA,19050.54
2020,MIRANDIBA,VEREADOR,CRISTINA EDILEUZA DA SILVA NASCIMENTO,PT,40,4,FEMININO,PRETA,12307.75
2020,GAMELEIRA,VEREADOR,JOSE AMARO DA SILVA,CIDADANIA,43,2,MASCULINO,PARDA,12307.75
2020,ILHA DE ITAMARACÁ,VEREADOR,FLAVIO DA SILVA GOMES,PSL,37,2,MASCULINO,PARDA,29696.26
2020,CARPINA,VEREADOR,GLAUBER FERREIRA SALES,MDB,42,2,MASCULINO,BRANCA,49954.88
2020,SÃO BENTO DO UNA,VEREADOR,TELMA CARINE BATISTA BEZERRA,MDB,36,4,FEMININO,PARDA,17226.56
2020,ESCADA,VEREADOR,ROSILENE BATISTA DA SILVA,PDT,38,4,FEMININO,BRANCA,12307.75
2020,JABOATÃO DOS GUARARAPES,VEREADOR,ALEXANDRE MARQUES DE ANDRADE,PATRIOTA,58,2,MASCULINO,BRANCA,138639.74
2020,ILHA DE ITAMARACÁ,VEREADOR,MARICLEIDE LUCIA DE SOUZA,PSB,46,4,FEMININO,PARDA,29696.26
2020,RECIFE,VEREADOR,NELSON FERNANDES CRISTOVAM,AVANTE,53,2,MASCULINO,PRETA,1011149.65
2020,LAGOA GRANDE,VEREADOR,INALDO TORRES DA SILVA,MDB,34,2,MASCULINO,PARDA,12307.75
2020,CALUMBI,VEREADOR,JOSÉ EDMILSON DE SÁ DOS SANTOS,PT,45,2,MASCULINO,PARDA,12307.75
2020,ESCADA,VEREADOR,GILSON RAMOS CORDEIRO,PSL,79,2,MASCULINO,PARDA,12307.75
2020,ÁGUAS BELAS,VEREADOR,FABIO JUNIOR PEREIRA TAVARES,PT,32,2,MASCULINO,PARDA,48405.01
2020,SERRA TALHADA,VEREADOR,MICHEL WELLINTON DE OLIVEIRA SILVA,PATRIOTA,32,2,MASCULINO,PARDA,34956.84
2020,RECIFE,VEREADOR,SANDRA HELENA BARBOSA DE QUEIROZ,PSC,57,4,FEMININO,BRANCA,1011149.65
2020,CARUARU,VEREADOR,AUGUSTO CÉSAR RABELO VERAS,PSL,46,2,MASCULINO,BRANCA,149376.8
2020,IPOJUCA,VEREADOR,ADRIANO HENRIQUE DE OLIVEIRA,MDB,35,2,MASCULINO,PARDA,106601.98
2020,CORTÊS,VEREADOR,LETICIA NASCIMENTO BORBA,REPUBLICANOS,21,4,FEMININO,BRANCA,12307.75
2020,JABOATÃO DOS GUARARAPES,VEREADOR,MANOEL VALDEMIR DE OLIVEIRA SOARES,PTB,58,2,MASCULINO,PARDA,138639.74
2020,MORENO,VEREADOR,LEA GOMES DA SILVA,PTB,47,4,FEMININO,BRANCA,28106.48
2020,OURICURI,VEREADOR,GLEISE IARA PEREIRA DE OLIVEIRA,DEM,27,4,FEMININO,PARDA,26120.37
2020,OLINDA,VEREADOR,ANDERSON AGUIAR MOREIRA,PDT,35,2,MASCULINO,PARDA,105385.98
2020,ILHA DE ITAMARACÁ,VEREADOR,WALTER FERNANDES DA SILVA,DC,55,2,MASCULINO,BRANCA,29696.26
2020,RECIFE,VEREADOR,KARLA FERNANDA FALCÃO RODRIGUES DE FRAGA,CIDADANIA,28,4,FEMININO,PARDA,1011149.65
2020,SÃO JOÃO,VEREADOR,RENATA ANDRADE CAVALCANTI DO ESPIRITO SANTO,PP,41,4,FEMININO,PARDA,12307.75
2020,OLINDA,VEREADOR,EDMILSON FERNANDES DA SILVA,PSD,57,2,MASCULINO,PRETA,105385.98
2020,SÃO JOAQUIM DO MONTE,VEREADOR,JÉSSICA SÔNIA MARQUES,PP,24,4,FEMININO,BRANCA,12307.75
2020,SERRITA,VEREADOR,FLORIDO COELHO SAMPAIO,PSD,48,2,MASCULINO,PARDA,12307.75
2020,TEREZINHA,VEREADOR,CIBELLE DA SILVA CALADO,PSB,33,4,FEMININO,BRANCA,12307.75
2020,BREJO DA MADRE DE DEUS,VEREADOR,EDILEUZA MARIA MARCOS SÁ BARRETO,PL,47,4,FEMININO,BRANCA,33788.4
2020,JABOATÃO DOS GUARARAPES,VEREADOR,AMARO CRISTOVAM DOS SANTOS,PMB,62,2,MASCULINO,PARDA,138639.74
2020,BONITO,VEREADOR,JOSÉ HERÁCLIO DO RÊGO JÚNIOR,PTB,34,2,MASCULINO,BRANCA,27363.24
2020,PALMARES,VEREADOR,DANIEL HELENO DA SILVA,PSC,50,2,MASCULINO,BRANCA,26666.5
2020,MOREILÂNDIA,VEREADOR,ELIEZIA SANTOS SARAIVA ALVES,PSB,34,4,FEMININO,PARDA,12307.75
2020,SERRA TALHADA,VEREADOR,JENYFFER MARQUES GONÇALO MENEZES,PSL,28,4,FEMININO,PARDA,34956.84
2020,CARUARU,VEREADOR,ROGÉRIO MENESES SOBRINHO,PDT,58,2,MASCULINO,SEM INFORMAÇÃO,149376.8
2020,CASINHAS,VEREADOR,SAULO AGUIAR DE PAULA,PMN,19,2,MASCULINO,BRANCA,12307.75
2020,JAQUEIRA,VEREADOR,ERINEA PALMEIRA DA SILVA,PSD,43,4,FEMININO,PARDA,12307.75
2020,BONITO,VEREADOR,SILVIO CESAR ALVES DE LIMA,PSB,41,2,MASCULINO,PARDA,27363.24
2020,ABREU E LIMA,VEREADOR,ALEXANDRE JOSE AMARO,MDB,54,2,MASCULINO,BRANCA,28533.15
2020,OLINDA,VEREADOR,SANDRO FILIPE FERREIRA DA SILVA,PATRIOTA,34,2,MASCULINO,PARDA,105385.98
2020,CARNAUBEIRA DA PENHA,PREFEITO,MANOEL JOSE DA SILVA,PL,53,2,MASCULINO,INDÍGENA,123077.42
2020,CEDRO,VEREADOR,CICERA LEITE SUBRINHO,REPUBLICANOS,29,4,FEMININO,BRANCA,27753.95
2020,SIRINHAÉM,VEREADOR,GEAZE JOSÉ DA SILVA,PTC,31,2,MASCULINO,PARDA,15268
2020,PARNAMIRIM,VEREADOR,MARIA DO SOCORRO LUSTOSA BATISTA,PTB,45,4,FEMININO,BRANCA,12307.75
2020,CAMARAGIBE,VEREADOR,JULIO CESAR DA COSTA,CIDADANIA,54,2,MASCULINO,BRANCA,24175.84
2020,CALUMBI,VEREADOR,CICERO GRAUFIMON DOS SANTOS,PSL,37,2,MASCULINO,PARDA,12307.75
2020,IGARASSU,VEREADOR,MARIA ANA DE OLIVEIRA,CIDADANIA,49,4,FEMININO,PRETA,39466.41
2020,JATOBÁ,VICE-PREFEITO,PAULA JEANE DE SOUZA DALTRO ALENCAR,MDB,50,4,FEMININO,BRANCA,-1
2020,RIO FORMOSO,PREFEITO,ISABEL CRISTINA ARAUJO HACKER,PSB,55,4,FEMININO,BRANCA,123077.42
2020,LIMOEIRO,VEREADOR,ORLANDO MONTEIRO DE SOUZA,MDB,42,2,MASCULINO,BRANCA,27268.28
2020,IPOJUCA,VEREADOR,RODOLFO FRANCISCO OLIVEIRA DE SOUZA,AVANTE,27,2,MASCULINO,PRETA,106601.98
2020,BARREIROS,VEREADOR,MARLENE EMANUELE DE SANTANA FERREIRA,PODE,28,4,FEMININO,PARDA,12307.75
2020,TIMBAÚBA,VEREADOR,CLAYTON DE LIMA SILVA,PSB,40,2,MASCULINO,PARDA,45785.3
2020,OLINDA,VEREADOR,MARIA THEREZINHA SOUSA DA SILVA,PMB,69,4,FEMININO,PARDA,105385.98
2020,CABO DE SANTO AGOSTINHO,VEREADOR,CLAUDIVANIO FRANCISCO MARCELINO,PT,53,2,MASCULINO,PRETA,109902.99
2020,RIO FORMOSO,VEREADOR,DAVID RODRIGO DE SANTANA MACIEL,PP,33,2,MASCULINO,PRETA,29826.25
2020,BONITO,VEREADOR,JOSÉ SABINO DAS CHAGAS,PODE,52,2,MASCULINO,BRANCA,27363.24
2020,PAULISTA,VEREADOR,SERGIO LIMA VAZ DA CRUZ,PC do B,41,2,MASCULINO,BRANCA,55870.31
2020,VITÓRIA DE SANTO ANTÃO,VEREADOR,SEVERINA TEREZA MARCELINO DA COSTA NASCIMENTO,PT,53,4,FEMININO,PRETA,35930.43
2020,CHÃ DE ALEGRIA,VEREADOR,JOSE GUSTAVO DE LIMA,PSD,38,2,MASCULINO,BRANCA,15585.59
2020,CAMARAGIBE,VEREADOR,TAYNAN GONZAGA LEÃO TEIXEIRA,CIDADANIA,37,4,FEMININO,SEM INFORMAÇÃO,24175.84
2020,IPOJUCA,PREFEITO,ALCIDES SAMPAIO DE VASCONCELOS,PMB,51,2,MASCULINO,PARDA,2046002.73
2020,CUPIRA,VEREADOR,MARISONIA JAYDENICE INÁCIO DA SILVA,DEM,48,4,FEMININO,BRANCA,17973.22
2020,TORITAMA,VICE-PREFEITO,GERLUCE EVANGELINA DA SILVA,PROS,45,4,FEMININO,BRANCA,-1
2020,CARPINA,VEREADOR,PAULO GONÇALVES DA SILVA,MDB,44,2,MASCULINO,BRANCA,49954.88
2020,SÃO JOÃO,VEREADOR,CARLOS ALBERTO DE MORAES,PSB,43,2,MASCULINO,PARDA,12307.75
2020,OLINDA,VEREADOR,BENITO FERNANDO MORGADO PORTELA GÓMEZ,PATRIOTA,56,2,MASCULINO,PARDA,105385.98
2020,TRINDADE,PREFEITO,HELBE DA SILVA RODRIGUES NASCIMENTO,PSL,42,4,FEMININO,PARDA,123077.42
2020,PRIMAVERA,VEREADOR,MARIA ANUNCIANA BATISTA DE OLIVEIRA,PSB,32,4,FEMININO,BRANCA,12307.75
2020,MIRANDIBA,VEREADOR,HENRIQUE JONES NUNES SILVA,PSC,34,2,MASCULINO,PARDA,12307.75
2020,NAZARÉ DA MATA,VEREADOR,NATANAEL MENDONÇA DA SILVA,PTB,57,2,MASCULINO,BRANCA,31280.35
2020,OURICURI,VEREADOR,ROMERIA RODRIGUES TORRES,SOLIDARIEDADE,36,4,FEMININO,PARDA,26120.37
2020,GAMELEIRA,VEREADOR,JANIO COSMO DA SILVA,PL,49,2,MASCULINO,PARDA,12307.75
2020,OLINDA,VEREADOR,ELISÂNGELA SILVA DOS SANTOS,MDB,40,4,FEMININO,PRETA,105385.98
2020,CAMUTANGA,VEREADOR,FRANCISCO JOSE DA SILVA,MDB,40,2,MASCULINO,PARDA,12307.75
2020,BEZERROS,VEREADOR,JOSE JOAQUIM DE LIMA FILHO,PTC,52,2,MASCULINO,PRETA,21247.87
2020,RIO FORMOSO,VEREADOR,GEORGE LUIZ DE OLIVEIRA,PATRIOTA,50,2,MASCULINO,PARDA,29826.25
2020,BONITO,VEREADOR,ELAINE CRISTIANE DE MELO QUEIROZ,PSB,45,4,FEMININO,PARDA,27363.24
2020,BREJO DA MADRE DE DEUS,VEREADOR,JOSE NAZARENO TORRES,PSD,36,2,MASCULINO,PARDA,33788.4
2020,AMARAJI,VEREADOR,ROSILENE VANDECI DA SILVA,PP,37,4,FEMININO,BRANCA,12307.75
2020,TUPANATINGA,VEREADOR,NATANAEL CARLOS TAVARES,PP,72,2,MASCULINO,PARDA,39039.74
2020,MOREILÂNDIA,VEREADOR,ELIETE FREITAS DE ANDRADE,PSB,45,4,FEMININO,PARDA,12307.75
2020,ILHA DE ITAMARACÁ,VEREADOR,GILVAN MANOEL RODRIGUES,PATRIOTA,44,2,MASCULINO,PARDA,29696.26
2020,PALMEIRINA,VEREADOR,JOSÉ ARAUJO DA SILVA IRMÃO,PP,55,2,MASCULINO,PARDA,12307.75
2020,ITAQUITINGA,VEREADOR,IVANILDO GOMES DA SILVA,REPUBLICANOS,51,2,MASCULINO,BRANCA,12307.75
2020,AGRESTINA,VEREADOR,JOSÉ WILLAS DA SILVA,PP,27,2,MASCULINO,PARDA,12307.75
2020,ITACURUBA,VEREADOR,JOSE ALEXANDRE DE SOUSA NETO,MDB,47,2,MASCULINO,PARDA,12307.75
2020,IPOJUCA,PREFEITO,ALBERICO DE SOUZA LOPES,PP,62,2,MASCULINO,PARDA,2046002.73
2020,JABOATÃO DOS GUARARAPES,VEREADOR,GILBERTO FLORENCIO DE ALBUQUERQUE,REPUBLICANOS,48,2,MASCULINO,PARDA,138639.74
2020,JATOBÁ,VEREADOR,JOSE MOREIRA CASTOR,MDB,48,2,MASCULINO,PRETA,12307.75
2020,SÃO BENTO DO UNA,VICE-PREFEITO,EDVALDO DE MORAES CORDEIRO,PDT,47,2,MASCULINO,BRANCA,-1
2020,TIMBAÚBA,VEREADOR,DINIZ SILVANO DA SILVA FARIAS,PSOL,25,2,MASCULINO,BRANCA,45785.3
2020,RECIFE,VEREADOR,RAFAEL ARMANDO DE MEDEIROS DANTAS,PDT,37,2,MASCULINO,BRANCA,1011149.65
2020,ABREU E LIMA,VEREADOR,ELINEIDE SUELI DE LEMOS,PSDB,49,4,FEMININO,PRETA,28533.15
2020,PAUDALHO,VEREADOR,RUTH KARLENE CAVALCANTI VIEIRA,PSD,35,4,FEMININO,BRANCA,17845.22
2020,TRIUNFO,VICE-PREFEITO,GILENO GOMES DE OLIVEIRA,PT,57,2,MASCULINO,PARDA,-1
2020,SÃO CAITANO,VEREADOR,ENILDO JOSE ALVES DE MELO,PROS,40,2,MASCULINO,PARDA,41468.76
2020,CHÃ GRANDE,VEREADOR,MARIA DAS DORES LIRA SILVA,PL,71,4,FEMININO,PARDA,42666.39
2020,PESQUEIRA,VEREADOR,OSÉAS ALVES DA SILVA,PL,62,2,MASCULINO,PARDA,23077.95
2020,MOREILÂNDIA,VEREADOR,ANTONIO RAIMUNDO SOBRINHO,PDT,36,2,MASCULINO,PARDA,12307.75
2020,PASSIRA,PREFEITO,MIGUEL GOMES DE FREITAS,PODE,68,2,MASCULINO,BRANCA,123077.42
2020,CABO DE SANTO AGOSTINHO,PREFEITO,CARLOS EDUARDO AMORIM CAJUEIRO,PTB,44,2,MASCULINO,BRANCA,785440.67
2020,SURUBIM,VEREADOR,JOSEFA BARBOSA DE SOUSA,PSDB,85,4,FEMININO,BRANCA,19298.33
2020,ABREU E LIMA,VEREADOR,DEIVID ENOCK MONTEIRO GOMES,PSB,21,2,MASCULINO,PARDA,28533.15
2020,SANTA CRUZ DO CAPIBARIBE,VEREADOR,MARIA INACIA DA CONCEIÇÃO,PRTB,55,4,FEMININO,BRANCA,43192.26
2020,ITAÍBA,VEREADOR,JOSE ABILIO NETO,MDB,58,2,MASCULINO,PARDA,12307.75
2020,PASSIRA,VEREADOR,FRANCISCO ANTONIO DE LIMA NETO,AVANTE,35,2,MASCULINO,BRANCA,12307.75
2020,JABOATÃO DOS GUARARAPES,VEREADOR,LUCIANO FERREIRA DA SILVA,PSC,44,2,MASCULINO,PARDA,138639.74
2020,XEXÉU,VEREADOR,RHANMIZIA INGRIDH GONÇALVES DE LIMA,PSC,22,4,FEMININO,BRANCA,12307.75
2020,GARANHUNS,PREFEITO,ZAQUEU NAUM LINS,PP,54,2,MASCULINO,PARDA,297598.08
2020,CAMARAGIBE,VEREADOR,ILDO MARIANO DA SILVA,SOLIDARIEDADE,41,2,MASCULINO,PARDA,24175.84
2020,QUIPAPÁ,VEREADOR,ODAIR MARCOS DE LUCENA,PSB,46,2,MASCULINO,BRANCA,51545.27
2020,AMARAJI,VEREADOR,VALDEMIRA MARIA DOS SANTOS,PP,29,4,FEMININO,PRETA,12307.75
2020,GLÓRIA DO GOITÁ,VICE-PREFEITO,JOSE BELO DA SILVA,PSD,48,2,MASCULINO,PARDA,-1
2020,ITAPETIM,VEREADOR,PEDRO BATISTA FERREIRA,PT,30,2,MASCULINO,PARDA,12307.75
2020,GARANHUNS,VEREADOR,ADELSON NANES DE OLIVEIRA,PSB,52,2,MASCULINO,PARDA,25872.46
2020,PAUDALHO,VEREADOR,ALCIDES GALDINO DA SILVA JUNIOR,AVANTE,47,2,MASCULINO,PRETA,17845.22
2020,NAZARÉ DA MATA,VEREADOR,IVANEY PEREIRA GOMES FILHO,PRTB,31,2,MASCULINO,PARDA,31280.35
2020,CHÃ GRANDE,VEREADOR,AMAURY LUIZ PEREIRA,AVANTE,51,2,MASCULINO,BRANCA,42666.39
2020,CAPOEIRAS,VEREADOR,ADEILMA MARIA DE SOUZA,PSB,54,4,FEMININO,BRANCA,12307.75
2020,JABOATÃO DOS GUARARAPES,VEREADOR,ANDRÉIA SILVA PIMENTEL SOUZA LEÃO,PV,51,4,FEMININO,BRANCA,138639.74
2020,NAZARÉ DA MATA,VEREADOR,ALEX ROBERTO NUNES,PT,34,2,MASCULINO,BRANCA,31280.35
2020,VITÓRIA DE SANTO ANTÃO,VEREADOR,SILVIO LEANDRO DA SILVA,CIDADANIA,40,2,MASCULINO,BRANCA,35930.43
2020,FERREIROS,VEREADOR,MARILEIA HONORATO DE ALMEIDA,PSB,38,4,FEMININO,PARDA,24979.73
2020,PASSIRA,VEREADOR,JACIERICA CRISTINA DA SILVA ANDRADE,AVANTE,37,4,FEMININO,PARDA,12307.75
2020,JABOATÃO DOS GUARARAPES,VEREADOR,RAMON ALVES DA SILVA,REPUBLICANOS,45,2,MASCULINO,PARDA,138639.74
2020,INGAZEIRA,VEREADOR,MARIA ELIANDRA FERREIRA RODRIGUES,PODE,38,4,FEMININO,PARDA,12307.75
2020,SÃO BENTO DO UNA,VEREADOR,IVANILDO DE SOUZA COSTA SILVA,MDB,55,2,MASCULINO,PARDA,17226.56
2020,JABOATÃO DOS GUARARAPES,VEREADOR,LUCIENE FERREIRA DO NASCIMENTO LOBO DE ALMEIDA,PSC,49,4,FEMININO,PARDA,138639.74
2020,JABOATÃO DOS GUARARAPES,VEREADOR,FLÁVIA ARAUJO DOS SANTOS LUCENA,PSC,39,4,FEMININO,BRANCA,138639.74
2020,CAMARAGIBE,VEREADOR,JOÃO ALVES DE BRITO NETO,PSC,55,2,MASCULINO,PRETA,24175.84
2020,CAPOEIRAS,VEREADOR,WELLINGTA MARIANNA ALVES PONTES CALADO,MDB,29,4,FEMININO,BRANCA,12307.75
2020,TUPANATINGA,VEREADOR,SETE CORREIA DE MELO,MDB,57,2,MASCULINO,PARDA,39039.74
2020,ALIANÇA,VEREADOR,JOSEVAN BELIZÁRIO PEREIRA,AVANTE,44,2,MASCULINO,BRANCA,23466.51
2020,VITÓRIA DE SANTO ANTÃO,VEREADOR,JOSÉ RAMON FERREIRA DA SILVA,PSD,38,2,MASCULINO,BRANCA,35930.43
2020,ÁGUAS BELAS,VEREADOR,EMILIO ALVES DE OLIVEIRA,MDB,48,2,MASCULINO,BRANCA,48405.01
2020,SERRA TALHADA,VEREADOR,MILENA ANDRADE DE OLIVEIRA,PATRIOTA,28,4,FEMININO,PARDA,34956.84
2020,CAMARAGIBE,VEREADOR,IVONETE ROSA FRANCISCO,PSDB,66,4,FEMININO,PARDA,24175.84
2020,SANTA MARIA DA BOA VISTA,VEREADOR,JAIR MEDRADO DE SOUZA,PSL,46,2,MASCULINO,PARDA,32836.11
2020,IGARASSU,VEREADOR,SHIRLEY FERREIRA DOS SANTOS,PT,37,4,FEMININO,PARDA,39466.41
2020,JABOATÃO DOS GUARARAPES,VEREADOR,JOSÉ JOSEMAR DOS SANTOS,PSC,45,2,MASCULINO,PARDA,138639.74
2020,GARANHUNS,VEREADOR,JOSÉ EDILSON CAETANO DE CARVALHO,PDT,57,2,MASCULINO,PARDA,25872.46
2020,IPUBI,VEREADOR,JOSE PEDRO RODRIGUES,MDB,55,2,MASCULINO,PARDA,26289.23
2020,PESQUEIRA,VEREADOR,ANTONIO RODRIGUES DOS SANTOS,PTB,50,2,MASCULINO,INDÍGENA,23077.95
2020,TIMBAÚBA,VEREADOR,LUCIANO LOURENÇO PEREIRA,CIDADANIA,63,2,MASCULINO,PARDA,45785.3
2020,GRAVATÁ,VEREADOR,MARIA DE FÁTIMA DOS SANTOS,PSC,39,4,FEMININO,BRANCA,134612.46
2020,ÁGUAS BELAS,VEREADOR,ROSETE LUIZA DA SILVA,PV,45,4,FEMININO,PRETA,48405.01
2020,OROBÓ,VEREADOR,JOSINALDO JOSÉ DE SOUZA,MDB,40,2,MASCULINO,PARDA,12307.75
2020,MORENO,VEREADOR,ROSIVALDO OTÁVIO DA SILVA,PMN,36,2,MASCULINO,PARDA,28106.48
2020,RIBEIRÃO,VEREADOR,REGINALDO INACIO DA SILVA,AVANTE,46,2,MASCULINO,PARDA,12307.75
2020,CAMARAGIBE,VEREADOR,JOSENITA CAVALCANTI DE LIMA,PODE,56,4,FEMININO,PARDA,24175.84
2020,CARNAÍBA,VEREADOR,LUCINEIDE PEREIRA DE OLIVEIRA,PSB,56,4,FEMININO,BRANCA,12307.75
2020,ITAPISSUMA,VEREADOR,ÉRIKA DE ARAÚJO MARQUES DA SILVA,PSD,42,4,FEMININO,PARDA,19845.2
2020,CAMARAGIBE,VEREADOR,JOSIAS DIAS BARBOSA,PTC,46,2,MASCULINO,PARDA,24175.84
2020,BONITO,VEREADOR,AMARO LUIZ DE LIMA FILHO,PV,49,2,MASCULINO,BRANCA,27363.24
2020,BETÂNIA,VEREADOR,LUIZ GONZAGA DA SILVA,REPUBLICANOS,48,2,MASCULINO,PARDA,12307.75
2020,CARNAUBEIRA DA PENHA,VEREADOR,SAMIRA SENDPEREIRA DOS SANTOS E SILVA,AVANTE,29,4,FEMININO,INDÍGENA,12307.75
2020,RECIFE,VEREADOR,CARLOS ALBERTO CABRAL,PRTB,55,2,MASCULINO,SEM INFORMAÇÃO,1011149.65
2020,SÃO VICENTE FÉRRER,VEREADOR,VICENTE FÉRRER DE ALBUQUERQUE,PP,59,2,MASCULINO,BRANCA,12307.75
2020,FEIRA NOVA,VEREADOR,CREUSA MARIA DE PAULA,PT,64,4,FEMININO,PARDA,30079.81
2020,CARUARU,VICE-PREFEITO,RODRIGO ANSELMO PINHEIRO DOS SANTOS,PSDB,39,2,MASCULINO,PARDA,-1
2020,OLINDA,VEREADOR,JOÃO RAMOS DA SILVA FILHO,PDT,42,2,MASCULINO,PRETA,105385.98
2020,ARARIPINA,VEREADOR,CÍCERA DE CARVALHO SOUZA,PP,39,4,FEMININO,PARDA,40319.73
2020,AMARAJI,VEREADOR,MARIA RODRIGUES DE OLIVEIRA,PSL,55,4,FEMININO,PARDA,12307.75
2020,TAMANDARÉ,VEREADOR,RONALDO GOMES DA SILVA,PTB,40,2,MASCULINO,PARDA,12307.75
2020,OLINDA,VEREADOR,TATIANNA SOUTO OLIVEIRA,PRTB,32,4,FEMININO,PARDA,105385.98
2020,JATAÚBA,VEREADOR,MICHELLY MARIA DA SILVA GALVÃO VIEIRA,MDB,39,4,FEMININO,AMARELA,12307.75
2020,TACAIMBÓ,VICE-PREFEITO,EDVALDO JOAO DA SILVA,PDT,41,2,MASCULINO,PARDA,-1
2020,NAZARÉ DA MATA,VEREADOR,WILSON SEVERINO DA SILVA,PSDB,41,2,MASCULINO,PARDA,31280.35
2020,TABIRA,VEREADOR,WILAMS DA SILVA SOUZA,PSC,32,2,MASCULINO,BRANCA,12307.75
2020,CABO DE SANTO AGOSTINHO,VEREADOR,SEVERINO FRANCISCO DA SILVA,PODE,61,2,MASCULINO,PARDA,109902.99
2020,SÃO LOURENÇO DA MATA,VEREADOR,SWAMY MARQUES DE LIRA,PROS,48,4,FEMININO,BRANCA,18021.21
2020,RECIFE,VEREADOR,MARCELO CÉSAR SANTOS,SOLIDARIEDADE,50,2,MASCULINO,PARDA,1011149.65
2020,GRAVATÁ,VEREADOR,EDUARDO DE FREITAS SALES,PT,42,2,MASCULINO,BRANCA,134612.46
2020,SÃO CAITANO,VEREADOR,VANUSA MARIA DA SILVA,CIDADANIA,19,4,FEMININO,BRANCA,41468.76
2020,JUPI,VEREADOR,JOSINEUDO RODRIGUES DA SILVA,DEM,44,2,MASCULINO,BRANCA,12307.75
2020,PETROLINA,VEREADOR,JUAREZ LUIZ DA SILVA,DEM,52,2,MASCULINO,PARDA,131218.52
2020,OLINDA,VEREADOR,AURIBERTO DORNELLAS DE CASTRO,CIDADANIA,53,2,MASCULINO,PARDA,105385.98
2020,CHÃ GRANDE,VEREADOR,ELANE MARIA XAVIER,AVANTE,36,4,FEMININO,BRANCA,42666.39
2020,LAGOA DE ITAENGA,VEREADOR,MARIA JOSE DA CONCEICAO,PT,50,4,FEMININO,PRETA,12307.75
2020,SERRA TALHADA,VEREADOR,MARIA DE LOURDES DE OLIVEIRA ALAVOUR,PSOL,47,4,FEMININO,PARDA,34956.84
2020,IPOJUCA,VEREADOR,KATIA SUELY MARQUES DE OLIVEIRA,PMN,53,4,FEMININO,BRANCA,106601.98
2020,ARARIPINA,VEREADOR,WELVERTON DE SOUZA MORAIS,MDB,27,2,MASCULINO,PARDA,40319.73
2020,JABOATÃO DOS GUARARAPES,VEREADOR,MARIA DE FATIMA PINTO DO NASCIMENTO,PC do B,48,4,FEMININO,PARDA,138639.74
2020,BARREIROS,VEREADOR,JOÃO NEVES DE ANDRADE FILHO,PSD,64,2,MASCULINO,BRANCA,12307.75
2020,RIO FORMOSO,VEREADOR,MARCONDES ALVES DE FIGUEIREDO,PSB,58,2,MASCULINO,PARDA,29826.25
2020,CABO DE SANTO AGOSTINHO,VEREADOR,MARIA DA PAZ FERNANDES,PT,56,4,FEMININO,PRETA,109902.99
2020,CABO DE SANTO AGOSTINHO,VEREADOR,LUCIANO ALVES DA SILVA,PRTB,53,2,MASCULINO,PARDA,109902.99
2020,CABROBÓ,VEREADOR,EDNO GOMES RAMOS,PP,50,2,MASCULINO,BRANCA,19969.47
2020,TAMANDARÉ,VEREADOR,JOSÉ ANDRE DE LIMA,PSB,48,2,MASCULINO,PRETA,12307.75
2020,TRACUNHAÉM,VEREADOR,WILLIAN DE AMORIM ROZENDO,PDT,30,2,MASCULINO,PRETA,12307.75
2020,CABO DE SANTO AGOSTINHO,VEREADOR,JOSE MAURO RODRIGUES DOS SANTOS,DC,54,2,MASCULINO,PRETA,109902.99
2020,MOREILÂNDIA,VEREADOR,JAILSON PEREIRA DA SILVA,PSB,31,2,MASCULINO,PARDA,12307.75
